[2026-04-03 13:02:36] === AlphaZero Loop Start (iteration=169, games=300, sims=64+0/iter, max=64, min_chain=0) ===
[2026-04-03 13:02:36] --- Iteration 169 (sims=64, global_step=168000) ---
[2026-04-03 13:02:36] Self-play start (m=16, c_visit=50.0)
   Compiling az-framework v0.1.0 (/workspaces/puyopuyo-ai/crates/az-framework)
   Compiling puyo-player v0.1.0 (/workspaces/puyopuyo-ai/crates/puyo/puyo-player)
   Compiling puyo-trainer v0.1.0 (/workspaces/puyopuyo-ai/crates/puyo/puyo-trainer)
    Finished `release` profile [optimized] target(s) in 54.14s
     Running `target/release/self-play --games 300 --simulations 64 --c-puct-init 1.5 --m 16 --c-visit 50.0 --gamma 0.95 --min-chain 0 --output data/alphazero_iter_169.bin`
games=300, simulations=64, c_puct_init=1.5, c_puct_base=19652, m=16, c_visit=50, gamma=0.95
Backend: CudaJit (GPU) — Gumbel MCTS self-play (batched)
Loaded existing model from artifacts/puyo_model
Using 128 game threads, max_batch_size=128
[   1/300] samples:     21 | chain(game/max/avg): 3/3/3.0 | reward(game/avg): 2080/2080 | 0.07 games/s | ETA: 4597s
[ 192/300] samples:   9452 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7560/8048 | 4.22 games/s | ETA: 26s
[ 193/300] samples:   9502 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9060/8054 | 4.24 games/s | ETA: 25s
[ 194/300] samples:   9552 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8060/8054 | 4.26 games/s | ETA: 25s
[ 195/300] samples:   9602 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7080/8049 | 4.28 games/s | ETA: 25s
[ 196/300] samples:   9652 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7990/8048 | 4.29 games/s | ETA: 24s
[ 197/300] samples:   9702 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 11180/8064 | 4.31 games/s | ETA: 24s
[ 198/300] samples:   9752 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5160/8050 | 4.34 games/s | ETA: 24s
[ 199/300] samples:   9802 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7900/8049 | 4.35 games/s | ETA: 23s
[ 200/300] samples:   9852 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10000/8059 | 4.36 games/s | ETA: 23s
[ 201/300] samples:   9863 | chain(game/max/avg): 0/5/3.5 | reward(game/avg): 0/8019 | 4.22 games/s | ETA: 23s
[ 202/300] samples:   9913 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 9390/8025 | 4.13 games/s | ETA: 24s
[ 203/300] samples:   9963 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 7880/8025 | 3.95 games/s | ETA: 25s
[ 204/300] samples:  10013 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 7280/8021 | 3.92 games/s | ETA: 25s
[ 205/300] samples:  10063 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8880/8025 | 3.82 games/s | ETA: 25s
[ 206/300] samples:  10113 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 6300/8017 | 3.77 games/s | ETA: 25s
[ 207/300] samples:  10163 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 7870/8016 | 3.72 games/s | ETA: 25s
[ 208/300] samples:  10213 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 8160/8017 | 3.52 games/s | ETA: 26s
[ 209/300] samples:  10263 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8980/8021 | 3.52 games/s | ETA: 26s
[ 210/300] samples:  10313 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8300/8023 | 3.47 games/s | ETA: 26s
[ 211/300] samples:  10360 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 6370/8015 | 3.48 games/s | ETA: 26s
[ 212/300] samples:  10410 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 7320/8012 | 3.48 games/s | ETA: 25s
[ 213/300] samples:  10460 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 9840/8020 | 3.49 games/s | ETA: 25s
[ 214/300] samples:  10510 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 10760/8033 | 3.50 games/s | ETA: 25s
[ 215/300] samples:  10560 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8800/8037 | 3.50 games/s | ETA: 24s
[ 216/300] samples:  10610 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8180/8037 | 3.46 games/s | ETA: 24s
[ 217/300] samples:  10660 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 9300/8043 | 3.47 games/s | ETA: 24s
[ 218/300] samples:  10710 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 11320/8058 | 3.48 games/s | ETA: 24s
[ 219/300] samples:  10760 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 7040/8053 | 3.48 games/s | ETA: 23s
[ 220/300] samples:  10810 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 7820/8052 | 3.49 games/s | ETA: 23s
[ 221/300] samples:  10859 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 7360/8049 | 3.49 games/s | ETA: 23s
[ 222/300] samples:  10909 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 9260/8055 | 3.50 games/s | ETA: 22s
[ 223/300] samples:  10959 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7580/8053 | 3.50 games/s | ETA: 22s
[ 224/300] samples:  11009 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 11420/8068 | 3.51 games/s | ETA: 22s
[ 225/300] samples:  11059 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7210/8064 | 3.53 games/s | ETA: 21s
[ 226/300] samples:  11109 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 7860/8063 | 3.53 games/s | ETA: 21s
[ 227/300] samples:  11159 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9700/8070 | 3.54 games/s | ETA: 21s
[ 228/300] samples:  11209 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7200/8066 | 3.54 games/s | ETA: 20s
[ 229/300] samples:  11259 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7940/8066 | 3.55 games/s | ETA: 20s
[ 230/300] samples:  11309 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7440/8063 | 3.56 games/s | ETA: 20s
[ 231/300] samples:  11359 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 6160/8055 | 3.57 games/s | ETA: 19s
[ 232/300] samples:  11409 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7820/8054 | 3.58 games/s | ETA: 19s
[ 233/300] samples:  11459 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9480/8060 | 3.59 games/s | ETA: 19s
[ 234/300] samples:  11509 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9100/8064 | 3.60 games/s | ETA: 18s
[ 235/300] samples:  11559 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 6860/8059 | 3.61 games/s | ETA: 18s
[ 236/300] samples:  11609 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9240/8064 | 3.51 games/s | ETA: 18s
[ 237/300] samples:  11659 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9360/8070 | 3.52 games/s | ETA: 18s
[ 238/300] samples:  11709 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9500/8076 | 3.53 games/s | ETA: 18s
[ 239/300] samples:  11759 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8000/8075 | 3.53 games/s | ETA: 17s
[ 240/300] samples:  11809 | chain(game/max/avg): 5/5/3.6 | reward(game/avg): 13480/8098 | 3.55 games/s | ETA: 17s
[ 241/300] samples:  11859 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8770/8101 | 3.56 games/s | ETA: 17s
[ 242/300] samples:  11909 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8120/8101 | 3.58 games/s | ETA: 16s
[ 243/300] samples:  11959 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6750/8095 | 3.59 games/s | ETA: 16s
[ 244/300] samples:  12009 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7960/8095 | 3.61 games/s | ETA: 16s
[ 245/300] samples:  12059 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6460/8088 | 3.62 games/s | ETA: 15s
[ 246/300] samples:  12109 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8330/8089 | 3.63 games/s | ETA: 15s
[ 247/300] samples:  12159 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9940/8096 | 3.64 games/s | ETA: 15s
[ 248/300] samples:  12209 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9360/8101 | 3.66 games/s | ETA: 14s
[ 249/300] samples:  12259 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7360/8099 | 3.67 games/s | ETA: 14s
[ 250/300] samples:  12309 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6530/8092 | 3.69 games/s | ETA: 14s
[ 251/300] samples:  12359 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8390/8093 | 3.69 games/s | ETA: 13s
[ 252/300] samples:  12409 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5900/8085 | 3.71 games/s | ETA: 13s
[ 253/300] samples:  12459 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7740/8083 | 3.71 games/s | ETA: 13s
[ 254/300] samples:  12509 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9850/8090 | 3.73 games/s | ETA: 12s
[ 255/300] samples:  12559 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9360/8095 | 3.74 games/s | ETA: 12s
[ 256/300] samples:  12609 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8860/8098 | 3.76 games/s | ETA: 12s
[ 257/300] samples:  12659 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6700/8093 | 3.77 games/s | ETA: 11s
[ 258/300] samples:  12709 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8500/8094 | 3.78 games/s | ETA: 11s
[ 259/300] samples:  12759 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9080/8098 | 3.80 games/s | ETA: 11s
[ 260/300] samples:  12809 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7200/8095 | 3.81 games/s | ETA: 10s
[ 261/300] samples:  12859 | chain(game/max/avg): 5/5/3.6 | reward(game/avg): 12600/8112 | 3.82 games/s | ETA: 10s
[ 262/300] samples:  12909 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7240/8109 | 3.84 games/s | ETA: 10s
[ 263/300] samples:  12959 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9670/8115 | 3.85 games/s | ETA: 10s
[ 264/300] samples:  13009 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9400/8120 | 3.87 games/s | ETA: 9s
[ 265/300] samples:  13059 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 9040/8123 | 3.88 games/s | ETA: 9s
[ 266/300] samples:  13109 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7780/8122 | 3.83 games/s | ETA: 9s
[ 267/300] samples:  13159 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9880/8128 | 3.83 games/s | ETA: 9s
[ 268/300] samples:  13209 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8800/8131 | 3.84 games/s | ETA: 8s
[ 269/300] samples:  13259 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6900/8126 | 3.85 games/s | ETA: 8s
[ 270/300] samples:  13309 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7280/8123 | 3.87 games/s | ETA: 8s
[ 271/300] samples:  13359 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6750/8118 | 3.88 games/s | ETA: 7s
[ 272/300] samples:  13409 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6060/8110 | 3.89 games/s | ETA: 7s
[ 273/300] samples:  13459 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7550/8108 | 3.90 games/s | ETA: 7s
[ 274/300] samples:  13509 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8720/8111 | 3.92 games/s | ETA: 7s
[ 275/300] samples:  13559 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9140/8114 | 3.93 games/s | ETA: 6s
[ 276/300] samples:  13609 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8140/8114 | 3.94 games/s | ETA: 6s
[ 277/300] samples:  13659 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7120/8111 | 3.96 games/s | ETA: 6s
[ 278/300] samples:  13709 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8100/8111 | 3.97 games/s | ETA: 6s
[ 279/300] samples:  13759 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7190/8108 | 3.98 games/s | ETA: 5s
[ 280/300] samples:  13809 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8180/8108 | 3.99 games/s | ETA: 5s
[ 281/300] samples:  13859 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7890/8107 | 4.00 games/s | ETA: 5s
[ 282/300] samples:  13909 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6740/8102 | 4.02 games/s | ETA: 4s
[ 283/300] samples:  13959 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8440/8103 | 3.98 games/s | ETA: 4s
[ 284/300] samples:  14009 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7660/8102 | 4.00 games/s | ETA: 4s
[ 285/300] samples:  14059 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8500/8103 | 4.01 games/s | ETA: 4s
[ 286/300] samples:  14109 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7900/8102 | 4.02 games/s | ETA: 3s
[ 287/300] samples:  14159 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6760/8098 | 4.04 games/s | ETA: 3s
[ 288/300] samples:  14209 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8660/8100 | 4.05 games/s | ETA: 3s
[ 289/300] samples:  14259 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7700/8098 | 4.06 games/s | ETA: 3s
[ 290/300] samples:  14309 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10000/8105 | 4.02 games/s | ETA: 2s
[ 291/300] samples:  14359 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 6660/8100 | 4.03 games/s | ETA: 2s
[ 292/300] samples:  14409 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6990/8096 | 4.05 games/s | ETA: 2s
[ 293/300] samples:  14459 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8000/8096 | 4.00 games/s | ETA: 2s
[ 294/300] samples:  14509 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8030/8096 | 4.01 games/s | ETA: 1s
[ 295/300] samples:  14559 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7060/8092 | 4.02 games/s | ETA: 1s
[ 296/300] samples:  14609 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9540/8097 | 4.04 games/s | ETA: 1s
[ 297/300] samples:  14659 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8140/8097 | 4.02 games/s | ETA: 1s
[ 298/300] samples:  14709 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8960/8100 | 4.02 games/s | ETA: 0s
[ 299/300] samples:  14759 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6780/8096 | 4.03 games/s | ETA: 0s
[ 300/300] samples:  14809 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 11280/8106 | 4.04 games/s | ETA: 0s
Self-play complete: 300 games, 14809 samples, max chain: 5
Saved to data/alphazero_iter_169.bin
[2026-04-03 13:04:56] Removing old data: data/alphazero_iter_139.bin
[2026-04-03 13:04:57] Train start (AlphaZero mode, replay buffer, global_step=168000)
   Compiling puyo-trainer v0.1.0 (/workspaces/puyopuyo-ai/crates/puyo/puyo-trainer)
    Finished `release` profile [optimized] target(s) in 40.32s
     Running `target/release/train --alphazero --data-dir data --global-step 168000`
Backend: CUDA (GPU)
Mode: AlphaZero (Policy CE + Value MSE)
Loading AlphaZero datasets from data...
Found 30 data files
  Loaded 14827 samples from data/alphazero_iter_140.bin
  Loaded 14814 samples from data/alphazero_iter_141.bin
  Loaded 14800 samples from data/alphazero_iter_142.bin
  Loaded 14638 samples from data/alphazero_iter_143.bin
  Loaded 14842 samples from data/alphazero_iter_144.bin
  Loaded 14801 samples from data/alphazero_iter_145.bin
  Loaded 14754 samples from data/alphazero_iter_146.bin
  Loaded 14804 samples from data/alphazero_iter_147.bin
  Loaded 14933 samples from data/alphazero_iter_148.bin
  Loaded 14658 samples from data/alphazero_iter_149.bin
  Loaded 14608 samples from data/alphazero_iter_150.bin
  Loaded 14842 samples from data/alphazero_iter_151.bin
  Loaded 14724 samples from data/alphazero_iter_152.bin
  Loaded 14891 samples from data/alphazero_iter_153.bin
  Loaded 14732 samples from data/alphazero_iter_154.bin
  Loaded 14704 samples from data/alphazero_iter_155.bin
  Loaded 14799 samples from data/alphazero_iter_156.bin
  Loaded 14861 samples from data/alphazero_iter_157.bin
  Loaded 14843 samples from data/alphazero_iter_158.bin
  Loaded 14662 samples from data/alphazero_iter_159.bin
  Loaded 14923 samples from data/alphazero_iter_160.bin
  Loaded 14858 samples from data/alphazero_iter_161.bin
  Loaded 14875 samples from data/alphazero_iter_162.bin
  Loaded 14830 samples from data/alphazero_iter_163.bin
  Loaded 14717 samples from data/alphazero_iter_164.bin
  Loaded 14778 samples from data/alphazero_iter_165.bin
  Loaded 14761 samples from data/alphazero_iter_166.bin
  Loaded 14779 samples from data/alphazero_iter_167.bin
  Loaded 14673 samples from data/alphazero_iter_168.bin
  Loaded 14809 samples from data/alphazero_iter_169.bin
Loaded 443540 total samples
Train: 443540 samples (color augmented on-the-fly, no val split)
Loaded existing model from artifacts/puyo_model
AlphaZero training: 1000 steps, global_step=168000, LR 2e-4 (end ~2e-4)
  step 50/1000 p_loss=1.3485 v_loss=0.2552 lr=0.000200  step 100/1000 p_loss=1.3471 v_loss=0.2526 lr=0.000200  step 150/1000 p_loss=1.3504 v_loss=0.2523 lr=0.000200  step 200/1000 p_loss=1.3507 v_loss=0.2541 lr=0.000200  step 250/1000 p_loss=1.3516 v_loss=0.2536 lr=0.000200  step 300/1000 p_loss=1.3515 v_loss=0.2534 lr=0.000200  step 350/1000 p_loss=1.3515 v_loss=0.2525 lr=0.000200  step 400/1000 p_loss=1.3517 v_loss=0.2523 lr=0.000200  step 450/1000 p_loss=1.3513 v_loss=0.2524 lr=0.000200  step 500/1000 p_loss=1.3514 v_loss=0.2526 lr=0.000200  step 550/1000 p_loss=1.3520 v_loss=0.2526 lr=0.000200  step 600/1000 p_loss=1.3521 v_loss=0.2527 lr=0.000200  step 650/1000 p_loss=1.3521 v_loss=0.2527 lr=0.000200  step 700/1000 p_loss=1.3517 v_loss=0.2536 lr=0.000200  step 750/1000 p_loss=1.3514 v_loss=0.2532 lr=0.000200  step 800/1000 p_loss=1.3513 v_loss=0.2529 lr=0.000200  step 850/1000 p_loss=1.3512 v_loss=0.2527 lr=0.000200  step 900/1000 p_loss=1.3511 v_loss=0.2526 lr=0.000200  step 950/1000 p_loss=1.3511 v_loss=0.2530 lr=0.000200  step 1000/1000 p_loss=1.3511 v_loss=0.2532 lr=0.000200
AlphaZero training complete. final train_loss(p=1.351091, v=0.253185) global_step=169000
[2026-04-03 13:09:13] === Iteration 169 complete ===
[2026-04-03 13:09:13] --- Iteration 170 (sims=64, global_step=169000) ---
[2026-04-03 13:09:13] Self-play start (m=16, c_visit=50.0)
    Finished `release` profile [optimized] target(s) in 4.01s
     Running `target/release/self-play --games 300 --simulations 64 --c-puct-init 1.5 --m 16 --c-visit 50.0 --gamma 0.95 --min-chain 0 --output data/alphazero_iter_170.bin`
games=300, simulations=64, c_puct_init=1.5, c_puct_base=19652, m=16, c_visit=50, gamma=0.95
Backend: CudaJit (GPU) — Gumbel MCTS self-play (batched)
Loaded existing model from artifacts/puyo_model
Using 128 game threads, max_batch_size=128
[   1/300] samples:     22 | chain(game/max/avg): 4/4/4.0 | reward(game/avg): 3140/3140 | 0.10 games/s | ETA: 2971s
[   2/300] samples:     49 | chain(game/max/avg): 3/4/3.5 | reward(game/avg): 2040/2590 | 0.18 games/s | ETA: 1640s
[   3/300] samples:     85 | chain(game/max/avg): 4/4/3.7 | reward(game/avg): 4980/3387 | 0.21 games/s | ETA: 1411s
[   4/300] samples:    130 | chain(game/max/avg): 4/4/3.8 | reward(game/avg): 7740/4475 | 0.22 games/s | ETA: 1346s
[   5/300] samples:    180 | chain(game/max/avg): 4/4/3.8 | reward(game/avg): 7000/4980 | 0.25 games/s | ETA: 1199s
[   6/300] samples:    230 | chain(game/max/avg): 3/4/3.7 | reward(game/avg): 6740/5273 | 0.29 games/s | ETA: 1015s
[   7/300] samples:    280 | chain(game/max/avg): 4/4/3.7 | reward(game/avg): 9960/5943 | 0.34 games/s | ETA: 867s
[   8/300] samples:    330 | chain(game/max/avg): 3/4/3.6 | reward(game/avg): 5940/5942 | 0.39 games/s | ETA: 757s
[   9/300] samples:    380 | chain(game/max/avg): 4/4/3.7 | reward(game/avg): 10520/6451 | 0.43 games/s | ETA: 671s
[  10/300] samples:    430 | chain(game/max/avg): 3/4/3.6 | reward(game/avg): 9510/6757 | 0.48 games/s | ETA: 603s
[  11/300] samples:    480 | chain(game/max/avg): 3/4/3.5 | reward(game/avg): 9440/7001 | 0.53 games/s | ETA: 547s
[  12/300] samples:    530 | chain(game/max/avg): 5/5/3.7 | reward(game/avg): 13020/7502 | 0.58 games/s | ETA: 500s
[  13/300] samples:    580 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 9110/7626 | 0.62 games/s | ETA: 460s
[  14/300] samples:    630 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 9460/7757 | 0.67 games/s | ETA: 426s
[  15/300] samples:    680 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8460/7804 | 0.72 games/s | ETA: 398s
[  16/300] samples:    730 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 9040/7881 | 0.76 games/s | ETA: 372s
[  17/300] samples:    780 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 7780/7875 | 0.81 games/s | ETA: 349s
[  18/300] samples:    830 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 7200/7838 | 0.86 games/s | ETA: 328s
[  19/300] samples:    880 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 7980/7845 | 0.91 games/s | ETA: 310s
[  20/300] samples:    930 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7800/7843 | 0.95 games/s | ETA: 294s
[  21/300] samples:    980 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8960/7896 | 1.00 games/s | ETA: 279s
[  22/300] samples:   1030 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6080/7814 | 1.04 games/s | ETA: 266s
[  23/300] samples:   1080 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 9330/7880 | 1.09 games/s | ETA: 254s
[  24/300] samples:   1130 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7530/7865 | 1.13 games/s | ETA: 244s
[  25/300] samples:   1180 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6100/7794 | 1.18 games/s | ETA: 233s
[  26/300] samples:   1230 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7820/7795 | 1.23 games/s | ETA: 223s
[  27/300] samples:   1280 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8340/7816 | 1.27 games/s | ETA: 215s
[  28/300] samples:   1330 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 7800/7815 | 1.32 games/s | ETA: 206s
[  29/300] samples:   1380 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9150/7861 | 1.37 games/s | ETA: 198s
[  30/300] samples:   1430 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9030/7900 | 1.41 games/s | ETA: 191s
[  31/300] samples:   1480 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 11940/8030 | 1.46 games/s | ETA: 184s
[  32/300] samples:   1530 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6620/7986 | 1.50 games/s | ETA: 178s
[  33/300] samples:   1580 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8950/8015 | 1.55 games/s | ETA: 172s
[  34/300] samples:   1630 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7260/7993 | 1.59 games/s | ETA: 167s
[  35/300] samples:   1680 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7180/7970 | 1.64 games/s | ETA: 162s
[  36/300] samples:   1730 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8730/7991 | 1.69 games/s | ETA: 157s
[  37/300] samples:   1780 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7700/7983 | 1.73 games/s | ETA: 152s
[  38/300] samples:   1830 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8420/7995 | 1.78 games/s | ETA: 147s
[  39/300] samples:   1880 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7270/7976 | 1.83 games/s | ETA: 143s
[  40/300] samples:   1930 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7600/7967 | 1.87 games/s | ETA: 139s
[  41/300] samples:   1980 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7280/7950 | 1.92 games/s | ETA: 135s
[  42/300] samples:   2030 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8580/7965 | 1.96 games/s | ETA: 132s
[  43/300] samples:   2080 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7000/7943 | 2.00 games/s | ETA: 128s
[  44/300] samples:   2130 | chain(game/max/avg): 5/5/3.6 | reward(game/avg): 12600/8048 | 2.05 games/s | ETA: 125s
[  45/300] samples:   2180 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8550/8060 | 2.10 games/s | ETA: 122s
[  46/300] samples:   2230 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10520/8113 | 2.14 games/s | ETA: 119s
[  47/300] samples:   2280 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9600/8145 | 2.19 games/s | ETA: 116s
[  48/300] samples:   2330 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10300/8190 | 2.23 games/s | ETA: 113s
[  49/300] samples:   2380 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7180/8169 | 2.28 games/s | ETA: 110s
[  50/300] samples:   2430 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7640/8158 | 2.32 games/s | ETA: 108s
[  51/300] samples:   2480 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7820/8152 | 2.37 games/s | ETA: 105s
[  52/300] samples:   2530 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9440/8177 | 2.42 games/s | ETA: 103s
[  53/300] samples:   2580 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7320/8160 | 2.46 games/s | ETA: 100s
[  54/300] samples:   2630 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7240/8143 | 2.51 games/s | ETA: 98s
[  55/300] samples:   2680 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8540/8151 | 2.55 games/s | ETA: 96s
[  56/300] samples:   2730 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6360/8119 | 2.59 games/s | ETA: 94s
